Title,Sol#,Department/Ind.Agency,Sub-Tier,Office,PostedDate,Type,ArchiveDate,SetASideCode,ResponseDeadLine,NaicsCode,PopState,PopZip,PopCountry
Maneuverable Geosynchronous Orbit (MGEO) Commercial Satellite-Based Services Request for Information (RFI) /Sources Sought,FA2541-25-004,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA2541  SSC COMRCL SVS OFC SSC CMK,08:53.3,Sources Sought,01-04-25,,2024-12-20T17:00:00-05:00,517410,N/A,,AX1
INL_RFQ-PR15035609 CNP HARDWARE MATERIALS CENOP,INL_RFQ-PR15035609,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY BOGOTA - NAS,50:14.3,Combined Synopsis/Solicitation,02-05-25,,2025-01-21T16:00:00-05:00,327999,,,COL
PR15025384 SPORTSWEAR FOR INVICTUS GAMES SAP,RFQ_PR15025384_SPORTSWEAR_FOR_INVICTUS_GAMES_SAP,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY BOGOTA - NAS,49:23.1,Combined Synopsis/Solicitation,1/18/2025,,2025-01-03T16:00:00-05:00,458,,,COL
Travel Management Services,19KE5025Q0015,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY NAIROBI,42:59.2,Presolicitation,2/15/2025,,2025-01-03T10:00:00+03:00,561510,KE-30,,KEN
USAID’s Wildlife Conservation Activity,72038825R00005,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/BANGLADESH,15:10.9,Presolicitation,02-02-25,,2025-01-18T16:30:00+06:00,541618,,,BGD
Ashgabat Post: SUV procurement,PR15016054,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY ASHGABAT,41:12.3,Solicitation,1/17/2025,,2025-01-02T17:00:00+05:00,3361,TM-S,744000,TKM
Provide Digital Radio Trunking Services,191N6525Q0004,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S.  EMBASSY NEW DELHI,59:03.8,Solicitation,02-01-25,,2025-01-17T17:00:00+05:30,517122,IN-DL,110021,IND
Playgrounds and Climbing structures inspections USAG Bavaria,W912PB25R3008,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,50:50.0,Solicitation,1/14/2025,,2024-12-30T11:00:00+01:00,541350,DE-BY,92676,DEU
Family Advocacy Program (FAP) Victim Advocacy Program (VAP) and Emergency Placement Care (EPC) Support Services,W564KV-25-R-A002,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,59:40.7,Solicitation,02-01-25,,2025-01-17T23:00:00+01:00,624190,,,DEU
U.S. Chancery London - Window cleaning services,19GE5025R0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - RPSO FRANKFURT,46:50.0,Solicitation,2/19/2025,,2025-02-04T17:00:00+01:00,561720,,,GBR
"Legal Services, Tokyo, Japan",19GE5025R0018,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - RPSO FRANKFURT,44:03.1,Presolicitation,1/17/2025,,2025-01-02T17:00:00-05:00,541110,,,JPN
"Legal Services, Port-au-Prince, Haiti",19GE5025Q0017,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - RPSO FRANKFURT,37:12.3,Presolicitation,1/17/2025,,2025-01-02T17:00:00-05:00,541110,,,HTI
"Legal Services, Tokyo, Japan",19GE5025R0018,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - RPSO FRANKFURT,34:32.2,Presolicitation,1/17/2025,,2025-01-02T17:00:00-05:00,541110,,,JPN
RAF Mildenhall X-ray Baggage Conveyor,FA558725Q0007,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,02:08.0,Combined Synopsis/Solicitation,1/21/2025,,2025-01-06T15:00:00+00:00,333922,GB-SFK,,GBR
Annual service for the Eagle Air Compressor and Hurst eDraulic Rescue Tools FY25-FY29,N4033925QS002,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP FLC BAHRAIN,44:30.4,Solicitation,01-08-25,,2024-12-24T17:00:00+03:00,333415,,,BHR
Supply and Delivery of Curtains and Drapes,19RP3825Q0015,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,57:22.8,Solicitation,6/24/2025,,2024-12-26T12:00:00+08:00,314120,,,PHL
2025 KOREA WAGE SURVEY,W91QVN25P0006,DEPT OF DEFENSE,DEPT OF THE ARMY,0411 AQ HQ     CONTRACT AUG,09:59.2,Award Notice,01-02-26,,,541612,KR-41,96271,KOR
"US Personal Services Contractor (USPSC) – Senior Global Health Security Advisor, GS-14",72012225R00001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/UZBEKISTAN,46:38.6,Solicitation,2/18/2025,,2025-01-17T23:59:00-05:00,541990,UZ-TK,,UZB
Rental Forklifts for 8 MXG in Kunsan Air Base,W90VN7-25-Q-A002,DEPT OF DEFENSE,DEPT OF THE ARMY,0906 AQ CO     DET B CONTRACTI,18:56.1,Combined Synopsis/Solicitation,1/14/2025,,2024-12-30T13:00:00+09:00,532120,,,KOR
"US Personal Services Contractor (USPSC) – Senior Global Health Security Advisor, GS-14",72012225R00001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/UZBEKISTAN,25:06.8,Solicitation,2/18/2025,,2025-01-17T23:59:00-05:00,541990,UZ-TK,,UZB
USS HOWARD DDG-83 FY25 5C1 SRA BUNDL2 (Yokosuka Japan),N6264925RA009,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP FLT LOG CTR  YOKOSUKA,12:42.2,Solicitation,02-01-25,,2025-01-17T10:00:00+09:00,336611,JP-14,,JPN
"Integrated Solid Waste Management (ISWM) for General and Medical Wastes Collection, Transportation & Disposal Services in the U.S. Commander Fleet Activities Yokosuka (CFAY), Japan",N4008425B0404,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,23:31.8,Solicitation,2/14/2025,,2025-01-30T10:30:00+09:00,562111,JP-14,2380041,JPN
AOB PANAMA CELLULAR PHONE SERVICES,W912QM-25-Q-0004,DEPT OF DEFENSE,DEPT OF THE ARMY,0410 AQ HQ     CONTRACT,52:03.7,Solicitation,1/18/2025,LAS,2025-01-03T12:00:00-06:00,517122,,542,PAN
"Integrated Solid Waste Management (ISWM) for General and Medical Wastes Collection, Transportation & Disposal Services in the U.S. Commander Fleet Activities Yokosuka (CFAY), Japan",N4008425B0404,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,10:13.6,Solicitation,2/14/2025,,2025-01-30T10:30:00+09:00,562111,JP-14,2380041,JPN
Guatemala US Embassy Main Internet Circuit Services,19GT5025R0004,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S.EMBASSY GUATEMALA CITY,16:05.5,Solicitation,1/14/2025,,2024-12-30T17:00:00-06:00,517111,GT-GU,,GTM
INFOSEC INSTITUTE Boot Camp Courses,W91RUS25R0003,DEPT OF DEFENSE,DEPT OF THE ARMY,W6QK ACC-APG CONT CT SW SECTOR,46:24.0,Combined Synopsis/Solicitation,1/15/2025,,2025-01-14T08:00:00-07:00,611420,,,KWT
"Talamone Bay, Italy S&RTS",TRANSCOM25R010,DEPT OF DEFENSE,US TRANSPORTATION COMMAND (USTRANSCOM),USTRANSCOM-AQ,55:57.9,Sources Sought,1/21/2025,,2025-01-06T12:00:00-06:00,488320,,,ITA
Up to 4-month Lease of 26 MFDs,SP7000-25-Q-1010,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DCSO-P NEW CUMBERLAND,50:50.2,Solicitation,01-02-25,,2024-12-18T10:00:00-05:00,532420,,,JPN
Drinking water delivery service - 19CV1025Q0001,19CV1025Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY PRAIA,24:37.2,Solicitation,1/25/2025,,2025-01-10T18:00:00+00:00,312112,CV-PR,7600,CPV
Intent to Sole Source - NATS,,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,15:43.4,Special Notice,1/16/2025,,2025-01-01T12:30:00+00:00,811210,,,GBR
CCTV Maintenance,FA558725Q0075,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,32:15.2,Combined Synopsis/Solicitation,1/22/2025,,2025-01-07T12:30:00+00:00,561621,,,GBR
CCTV Maintenance,FA558725Q0075,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,25:39.5,Combined Synopsis/Solicitation,1/22/2025,,2025-01-07T12:30:00+00:00,561621,,,GBR
19AQMM25R0023 US Embassy Kampala CAA Renovation Notice of Solicitation of Submissions for Contractor Pre-Qualification,19AQMM25R0023,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,18:36.9,Solicitation,02-05-25,,2025-01-21T03:00:00-05:00,236220,,,UGA
NCC Fuel underground and day tanks& fuel polisher system maintenance services,19MX5724Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN CONSULATE HERMOSILLO,37:40.3,Solicitation,04-12-25,HZC,2025-02-12T12:00:00-07:00,238290,MX-SON,83200,MEX
"Janitorial services to be provided for the U.S. Tri-Missions Vienna to include office space, hallways, staircases, wet rooms, windows and carpets",19AU9025R0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY VIENNA,19:42.8,Solicitation,2/15/2025,,2025-01-31T10:00:00+01:00,561720,AT-9,,AUT
Positioning Strategy and Digital Content for SaborUSA Chile brand,19C18025Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY SANTIAGO,00:06.9,Presolicitation,1/28/2025,,2025-01-13T12:00:00-03:00,541810,,,CHL
Renovation of Indoor Firing Range,W519TC25RA003,DEPT OF DEFENSE,DEPT OF THE ARMY,W6QK ACC-RI,30:52.5,Solicitation,2/17/2025,,2025-02-02T15:00:00-06:00,236220,,,SAU
"Mobile Phone Services U.S. Embassy Copenhagen, Denmark",19DA2025Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY COPENHAGEN,24:35.1,Solicitation,1/25/2025,,2025-01-10T12:00:00+01:00,517112,DK-84,2100,DNK
Between Occupancy Maintenance (BOM) of Military Family Housing (OCONUS),W912CM25R0001_,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT =,18:18.5,Solicitation,02-01-25,,2025-01-17T12:00:00+01:00,236118,,,DEU
Solicitation Notice No. 72061523R00012 for USAID Kenya Feed the Future Private Sector Activity,72061523R00012,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,AMER EMBASSY NAIROBI - USAID/KENYA,01:49.4,Award Notice,12/25/2024,,,541990,KE-30,,KEN
Contract Acquisition Support,Contract_Acquisition_Support,DEPT OF DEFENSE,DEPT OF THE ARMY,W6QK ACC-RI,50:20.6,Sources Sought,1/17/2025,,2025-01-02T17:00:00-06:00,541611,,13244,SAU
RAF Mildenhall - Cargo Storage Racking System,FA558725Q0005,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,39:01.6,Combined Synopsis/Solicitation,01-02-25,,2024-12-18T15:00:00+00:00,332111,GB-SFK,,GBR
Industry Day - CENTAM MATOC - Construction & Repair Projects,W9127825R0010,DEPT OF DEFENSE,DEPT OF THE ARMY,US ARMY ENGINEER DISTRICT MOBILE,22:02.4,Special Notice,12/31/2024,,2024-12-03T17:00:00-05:00,236220,,,HND
RAF Mildenhall X-ray Baggage Conveyor,FA558725Q0007,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,05:35.4,Combined Synopsis/Solicitation,1/21/2024,,2024-01-06T15:00:00+00:00,333922,GB-SFK,,GBR
Pre - solicitation Notice - 19KU2025R0001 - Make ready and minor repair services to U.S. Embassy Kuwait,19KU2025R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY KUWAIT,00:45.6,Presolicitation,1/26/2025,,2024-12-31T10:00:00+03:00,561210,KW-HA,13001,KWT
USAID/Ukraine Partner Liaison Security Operation (PLSO) Activity,72012124R00010,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/UKRAINE,05:04.1,Award Notice,12/31/2024,,,541690,,,UKR
Quarterly radio tower maintenance,PR14951227 ,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BRAZZAVILLE,55:22.8,Combined Synopsis/Solicitation,01-08-25,LAS,2024-12-24T07:00:00-05:00,8112,CG-BZV,,COG
"Supply of pre-assembled household welcome kits in Rome, Italy.",191T7025Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY ROME,57:32.5,Presolicitation,12/17/2025,,,449,IT-RM,187,ITA
"Fuel, Fuel Cards, and Administrative Fees for Government Owned Vehicles for the U.S. Embassy Helsinki",19F14025Q0004,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY HELSINKI,49:28.2,Combined Synopsis/Solicitation,1/25/2025,,2025-01-10T12:00:00+02:00,457,FI-18,,FIN
USAID/Kosovo Accountable Justice Activity,720167R2500001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/KOSOVO,24:23.2,Combined Synopsis/Solicitation,02-11-25,,2025-01-27T17:00:00+01:00,541611,XK-26,10000,XKS
Janitorial Services,19SA4025R0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN CONSULATE JEDDAH,35:56.7,Presolicitation,03-02-25,,2025-02-15T17:00:00+03:00,561720,SA-02,21411,SAU
Special Notice Request from Industry Announcement for FY25 Soil Disposal Blanket Purchase Agreement (BPA),ENV-25-0115,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,14:55.3,Special Notice,1/22/2025,,2025-01-07T10:00:00+01:00,562112,,,DEU
Improve Military Family Housing Projects (PAIP) 8B,W912HV25B0001,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SN ENDIST JAPAN,10:18.8,Presolicitation,1/14/2025,,2024-12-30T14:00:00+09:00,236118,JP-13,,JPN
"Custodial Services at Spangdahlem Air Base, Germany",FA560625Q0002,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5606  52 CONS DA LGC,47:18.8,Solicitation,1/28/2025,,2025-01-13T10:00:00+01:00,561720,DE-RP,D-54529,DEU
"TV and Internet Services for the U.S. Embassy Tokyo, Japan",19JA8025Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY TOKYO,29:29.0,Presolicitation,12/31/2025,,,517111,JP-13,,JPN
PR15054086 BDSC - DOD COMMANDANT CELL - Office Furniture,191Z1025Q0016,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY BAGHDAD,01:14.4,Combined Synopsis/Solicitation,12/31/2024,,2024-12-31T17:00:00-05:00,423210,IQ-BG,,IRQ
Notification of Intent to Sole Source Additional Requirement,,AGENCY FOR INTERNATIONAL DEVELOPMENT,,AGENCY FOR INTERNATIONAL DEVELOPMENT,51:06.0,Special Notice,01-01-25,,2025-01-01T17:00:00+07:00,541611,TL-DI,,TLS
USAFE FIGHTER/LIGHT AIRCRAFT RECOVERY TRANSPORT,FA441925Q0014,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA4419   97 CONF  CC,33:49.1,Combined Synopsis/Solicitation,01-01-26,SBA,2025-12-17T11:00:00-06:00,336413,,9014,DEU
TDYer Lodging Services,,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",06:36.7,Special Notice,12/31/2024,,,721110,KR-11,3141,KOR
Blanket Purchase Agreement (BPA) for Domestic Courier Services of the U.S. Embassy Manila,19RP3825A0045,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,06:56.1,Presolicitation,12/26/2024,,2024-12-26T12:00:00-05:00,492110,,,PHL
Supply and Delivery of Fuel for January 2025,19RP3825Q0017,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,05:04.3,Solicitation,06-10-25,,2024-12-27T15:00:00+08:00,424720,,,PHL
"FY22 MCAF PAF 180400, AIRCRAFT MAINTENANCE SUPPORT FACILITY, ROYAL AUSTRALIAN AIR FORCE BASE TINDAL, AUSTRALIA",N6274225R1311,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM PACIFIC,40:24.3,Solicitation,2/26/2025,,2025-02-11T14:00:00-10:00,236220,,,AUS
Purchase of 18 NTVs (Hybrid Sedan),W91QVN24R0146,DEPT OF DEFENSE,DEPT OF THE ARMY,0411 AQ HQ     CONTRACT AUG,28:53.3,Award Notice,12/31/2024,,,,KR-41,,KOR
HMO HVAC AHU Preventive Maintenance Service,19MX5724Q0008,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN CONSULATE HERMOSILLO,04:33.8,Solicitation,3/31/2025,,2025-01-31T12:00:00-07:00,333415,MX-SON,83204,MEX
CENTAM MATOC - Construction & Repair Projects,W9127825R0010,DEPT OF DEFENSE,DEPT OF THE ARMY,US ARMY ENGINEER DISTRICT MOBILE,48:38.8,Presolicitation,9/30/2025,,2025-02-18T14:00:00-06:00,236220,,,HND
CENTAM MATOC - Construction & Repair Projects,W9127825R0010,DEPT OF DEFENSE,DEPT OF THE ARMY,US ARMY ENGINEER DISTRICT MOBILE,28:29.3,Presolicitation,9/30/2025,,2025-02-18T14:00:00-06:00,236220,,,HND
INL Kingston: Intelligence and Investigative Analytical Software for MOCA,191NLE25Q0013,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - INL,16:27.6,Combined Synopsis/Solicitation,01-07-25,,2024-12-23T09:00:00-05:00,513210,,,JAM
INL Guatemala Universal Forensic Extraction Devices (UFED),191NLE25Q0027,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - INL,15:27.9,Combined Synopsis/Solicitation,1/14/2025,SBA,2024-12-30T09:00:00-05:00,334290,,,GTM
"CMR Security Upgrades / Grilles, doors, devices",PR15025068,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY ASUNCION,04:52.9,Justification,1/15/2025,,,811,PY-11,1575,PRY
Gardening Services for New Embassy Compound,19PA1025R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY ASUNCION,03:52.8,Combined Synopsis/Solicitation,2/22/2025,,2025-02-07T17:00:00-03:00,56173,PY-11,1575,PRY
Industry Day - CENTAM MATOC - Construction & Repair Projects,W9127825R0010,DEPT OF DEFENSE,DEPT OF THE ARMY,US ARMY ENGINEER DISTRICT MOBILE,02:39.7,Special Notice,12/31/2024,,2024-12-03T17:00:00-05:00,236220,,,HND
INACIF Ballistic Lab Microscope,191NLE25P0017,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - INL,50:42.6,Combined Synopsis/Solicitation,1/14/2025,SBA,2024-12-30T09:00:00-05:00,333310,,,GTM
Industry Day - CENTAM MATOC - Construction & Repair Projects,W9127825R0010,DEPT OF DEFENSE,DEPT OF THE ARMY,US ARMY ENGINEER DISTRICT MOBILE,48:05.2,Special Notice,12/31/2024,,2024-12-03T17:00:00-05:00,236220,,,HND
Latin American Aerospace Defense (LAAD) 2025 Exhibit BuildHQ003424R0008,HQ003424R0008,DEPT OF DEFENSE,WASHINGTON HEADQUARTERS SERVICES (WHS),WASHINGTON HEADQUARTERS SERVICES,06:17.6,Award Notice,12/26/2024,SBA,,561920,,,BRA
"Tradewinds 25 - Lodging and Catered Meals, Trinidad and Tobago",W912CL-25-Q-0003,DEPT OF DEFENSE,DEPT OF THE ARMY,0410 AQ HQ     CONTRACT,46:36.3,Combined Synopsis/Solicitation,01-03-26,,2025-12-19T13:00:00-06:00,721110,,,TTO
Notice of Intent - Time Extension: WABILED,72062421F00005,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/WEST AFRICA REGIONAL,01:20.3,Special Notice,1/14/2025,,2024-12-30T17:00:00+00:00,541990,,Notapplicable,GHA
Plasma Cutting Machine,25Q0006,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA AVIATION,27:39.6,Presolicitation,01-11-25,,2024-12-27T17:00:00-05:00,333517,,238-0001,JPN
Maneuverable Geosynchronous Orbit (MGEO) Commercial Satellite-Based Services Request for Information (RFI) /Sources Sought,FA2541-25-004,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA2541  SSC COMRCL SVS OFC SSC CMK,16:59.3,Sources Sought,01-04-25,,2024-12-20T17:00:00-05:00,517410,N/A,,AX1
Health Insurance for U.S. Embassy Employees`,Buj_GMC_25,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S.  EMBASSY BUJUMBURA,15:06.0,Sources Sought,02-01-25,,2025-01-17T08:00:00-05:00,,,,BDI
INL_RFQ-PR15032518 IT EQUIPMENT FOR AGO TASK FORCE,INL_RFQ-PR15032518,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY BOGOTA - NAS,55:16.7,Combined Synopsis/Solicitation,1/17/2025,,2025-01-02T16:00:00-05:00,334118,,,COL
REPAIR OF RECEIVER-TRANSMITTE,N0038325Q130N,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT,29:47.7,Presolicitation,12/31/2024,,2024-12-31T17:00:00-05:00,334220,,,THA
Make Ready Painting Services,19AU9025R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY VIENNA,48:20.7,Solicitation,1/14/2025,,2024-12-30T10:00:00+01:00,238320,AT-9,,AUT
70-DAY TANKER TIME CHARTER,N3220525R4023,DEPT OF DEFENSE,DEPT OF THE NAVY,MSC NORFOLK,42:29.1,Solicitation,01-07-25,,2024-12-23T10:00:00-05:00,483111,,,FRA
"Production, delivery and assembly of work and storage furniture - U.S. Embassy Podgorica, Montenegro",19GE5025P0015,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - RPSO FRANKFURT,34:01.3,Award Notice,12/25/2024,,,3372,,,MNE
70-DAY TANKER TIME CHARTER,N3220525R4023,DEPT OF DEFENSE,DEPT OF THE NAVY,MSC NORFOLK,33:59.3,Presolicitation,01-07-25,,2024-12-23T10:00:00-05:00,483111,,,FRA
Grounds Maintenance Services,FA558725R0001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,22:03.5,Solicitation,02-09-25,,2025-01-25T16:00:00+00:00,561730,,,GBR
"Maintenance of Family Housing Quarters, USAG Ansbach, Germany",W912PB25BA002,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,14:20.8,Solicitation,1/24/2025,,2025-01-09T14:00:00+01:00,238330,,91522,DEU
Amendment to PR12750948_INVITATION TO BID FOR THE SUPPLY AND INSTALLATION OF SECURITY CAMERAS-GSO WAREHOUSE AREAS,PR12750948,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MONROVIA,14:13.4,Solicitation,1/18/2025,,2025-01-03T23:59:00+00:00,56162,LR-MO,,LBR
Cancellation of Multiple Award Task Order Contract(MATOC)-Kuwait Construction,,DEPT OF DEFENSE,,DEPT OF DEFENSE,51:20.9,Special Notice,12/31/2024,,2024-12-31T05:00:00-05:00,238,,,KWT
Construction Inspection Services for the Chief of Mission Residence,19KV4225Q0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY PRISTINA,46:38.5,Solicitation,1/25/2025,,2025-01-10T00:00:00+01:00,541350,XK-26,10000,XKS
Notice of Intent to modify Contract No. 72027821C00003,,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/JORDAN,36:43.3,Special Notice,12/31/2024,,,,,,JOR
USAID/Ukraine - Request for Information - Workforce Development Activity,USAID_Ukraine_WFD-RFI2024,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/UKRAINE,35:16.5,Special Notice,01-11-25,,2025-01-10T15:00:00+02:00,541611,,,UKR
Responsive E-Services (RES-ist) Activity,72016820C00001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/BOSNIA/HERZ,18:37.6,Special Notice,1/15/2025,SBA,2024-12-31T14:30:00+01:00,541519,,,BIH
Synopsis - USAID Zambia Integrating National Supply Chain Information for Greater Health Transparency (INSIGHT),Pre-sol72061100002,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/ZAMBIA,50:41.9,Presolicitation,1/14/2025,,2024-12-30T14:00:00-05:00,541990,,10101,ZMB
Questions and Answers for SRWF Installation Solicitation 25-Q-3001,19TU1525Q3001QA,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY ANKARA,29:26.8,Solicitation,1/31/2025,,2024-12-20T16:00:00+03:00,523,TR-06,,TUR
"Maintenance of Family Housing Quarters, USAG Bavaria, Grafenwoehr Military Community - Rose Barracks, Germany",ToBeDeterminedFY25,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,01:41.1,Presolicitation,02-05-25,,2025-01-21T14:00:00+01:00,238330,,92655,DEU
Maintenance and Repair of Fire Control Center (USAG Bavaria),W912PB25R3007,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,06:28.6,Solicitation,02-07-25,,2025-01-23T12:00:00+01:00,561621,DE-BY,,DEU
Maintenance and Repair of Fire Alarm Systems - USAG Ansbach,W912PB-25-R-3006,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,51:24.0,Solicitation,2/15/2025,,2025-01-31T12:00:00+01:00,811310,DE-BY,91522,DEU
AMENDED INVITATION TO BID FOR MEDICAL EQUIPMENT,PR12797173,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MONROVIA,04:09.9,Solicitation,1/15/2025,,2024-12-20T16:00:00+00:00,42345,LR-MO,,LBR
INVITATION TO BID FOR MEDICAL EQUIPMENT,PR12797173,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MONROVIA,00:30.3,Solicitation,1/15/2025,,2024-12-20T16:00:00+00:00,42345,LR-MO,,LBR
Solicitation for U.S. Personal Services Contractor (USPSC) or Third Country National Personal Services Contractor (TCNPSC) for the Position of a Supervisory General Services Specialist,72066825R00002,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/SOUTH SUDAN,51:05.2,Combined Synopsis/Solicitation,1/24/2025,,2025-01-09T15:00:00-05:00,812990,,,SSD
